SSID,R-squared,MAPE,MdAPE,Row_Count,JPID_Count
28482849,0.117016963629,27.5574184044,22.0034694407,4207,7
09790980,0.20512076823,36.0176395819,30.7738410216,2054,4
34703471,0.0916613452919,41.6903192472,41.3533903457,652,1
46556138,0.124161716799,48.5880464915,35.1893153249,936,1
45300748,0.134947742999,30.5676384031,24.8761623793,4331,3
70487159,0.0688907604177,22.1003962438,20.8638183456,2414,3
20352036,0.0259914885556,35.1403164164,30.9797275035,11608,16
03852806,0.125675107372,50.0261476937,58.0243585944,328,1
37613762,0.0817663079997,34.87738311,44.5915848985,1774,6
75127371,0.189784775518,42.4873020403,40.3892601338,3794,3
14241425,0.0923133849965,34.0439904223,30.8524727458,6147,4
41694170,0.0694390006739,24.3510520293,19.1795670187,2967,7
25442545,0.0923532265294,29.3214148126,25.7708651449,1646,2
48313044,0.085498179553,28.6871030373,24.0075906803,981,1
41564167,0.096720364768,60.0610996505,71.106255427,922,7
21857043,0.11992493963,21.5225061744,15.0173703624,8381,7
47256059,0.0880953353799,52.7303512883,52.5292258018,35,1
25202521,0.104288739236,34.8869423133,27.3599285794,1557,4
49583752,0.102112516383,24.8402173694,18.8524654535,1518,4
47280437,0.15234716306,17.455168058,13.1308417738,210,1
01500027,0.15692598338,24.3209323518,24.6292605928,5678,2
09461131,0.137296298625,41.0883369655,36.6584765404,422,2
07944496,0.163059173688,22.2206656295,17.4927944588,2881,4
15140980,0.197190708609,33.3012105246,24.6532918089,2149,3
31553156,0.185734921007,33.6064685999,30.5049705027,2127,7
02280229,0.105510645229,36.0103465493,36.9774813936,1817,4
03540355,0.0806826290867,27.4350437208,22.5433564387,2906,4
09433599,0.187207059896,22.1912705057,16.6822289215,1035,3
31673168,0.131346128332,33.7552203569,26.5667071444,718,1
41224123,0.0698414148562,37.5920659501,43.9002232045,535,2
03000497,0.288934576498,81.4691199817,130.114307981,347,7
09380940,0.0513319637519,20.1386154746,16.9215428928,2516,3
63186319,0.0486943180005,23.9063729137,11.4768264182,2105,1
72923818,0.186664707807,34.01505862,31.0564836337,1615,6
73975140,0.254785357348,26.931595016,20.1364380788,3477,1
45254526,0.0575343764049,28.5385703821,10.0625197726,1463,2
17897199,0.0732302289884,28.6342743001,19.8129565671,47,1
00744371,0.125797124473,26.3603338839,25.6222866279,2915,2
23941090,0.12867293875,31.2739524287,28.8163830512,3151,1
14821494,0.151521807664,26.4508156905,22.5693749077,3944,2
18314326,0.181426045752,68.6406971066,103.501280939,1061,3
21122114,0.238383718327,23.0241602302,20.6669573015,1531,2
06754415,0.121552657568,28.4159542455,23.1386930253,9212,5
49124913,0.0822034445637,33.8067493823,43.3281331805,4205,6
20422043,0.0409418694331,35.2169355486,37.4335202777,3747,11
20602062,0.0455706824052,30.6221447926,17.6530891475,373,9
14472637,0.13858488915,21.0324184477,17.5600863545,562,8
16241625,0.118634708948,31.3741641785,27.3428699232,9783,12
45643444,0.10670740704,55.9206205314,45.5563284162,355,3
17741651,0.112835546443,22.3617621498,21.4586891286,565,1
41274128,0.109825261381,51.0285136733,50.1893287453,3660,11
02080209,0.0566586975299,15.4407124707,8.29201134024,570,3
25182520,0.150157326618,28.1482554915,24.8245117421,1561,4
44131480,0.0979599206354,16.9549046642,14.4243706519,47,3
71267124,0.257574531278,24.0888668343,16.5060941904,3013,7
14441445,0.0862374184383,31.9757588143,30.8717259646,29180,32
39363938,0.073016442557,25.8001802428,16.7621067709,1031,3
31047472,0.262488017378,27.4125627239,25.4049317127,944,1
12851286,0.22372020921,21.8760282256,19.4505289458,7176,7
09434503,0.0808070192421,23.8223734207,16.7746179797,598,1
10721074,0.391330151786,21.6715089206,18.2770130512,14659,10
18457166,0.12115613813,25.9233109521,18.4786475145,9116,11
72954198,0.068117091806,30.6292172331,22.5174486045,193,2
14061407,0.123923321117,37.3378721694,35.4621297348,9969,10
72724956,0.102227747746,14.8076190154,12.9436216735,388,3
11701069,0.322501662579,32.3927899369,30.7114535319,16416,16
47982674,0.196254990404,24.3248826475,24.4304994304,4116,2
46800090,0.035066247317,41.5820693642,43.5525967684,8202,10
42994300,0.0709498981553,29.7430557488,19.5494848888,2148,4
