SSID,R-squared,MAPE,MdAPE,Row_Count,Outlier%_Cut,JPID_Count
47694770,0.289455692413,23.6860808324,19.9392774118,3378,0.02959455460195324,4
35853587,0.672377238272,12.3771880277,9.09644922147,118,0.8403361344537815,4
14781479,0.237782846632,30.9603270991,28.2613502094,28966,0.302884284435878,34
29192920,0.250459163671,26.8817336872,20.7799115011,782,0.0,2
18277382,0.124922556234,16.6098250701,13.0544267641,2818,0.7746478873239436,4
00400146,0.209942172406,32.5716147703,35.0213545553,3836,0.8529335745670716,4
38097174,0.36996561721,12.5527483937,9.69749617513,508,3.053435114503817,3
72954199,0.488881617854,14.3288026672,9.74659915717,251,4.198473282442748,7
22127165,0.144711434791,25.8745130173,16.5974866599,1807,4.944765912677538,2
33963397,0.349969141907,24.0761618696,23.922711499,575,0.1736111111111111,4
37813782,0.26958425506,28.5760321869,22.268737065,1671,0.4171632896305125,6
60146242,0.229945234184,33.0940322571,32.1507023997,2473,0.0,3
04020405,0.208879977333,23.5391064328,20.6638332203,6477,0.6899724011039559,8
22492250,0.0239374280621,32.8850191037,34.0846656474,5917,0.37043273278329686,6
13893355,0.232897648991,33.7745948865,34.2087494986,2013,0.1983143282102132,1
29427065,0.337272417177,16.0732259059,13.8396246752,2500,0.1597444089456869,2
43313641,0.596203792968,9.62647487832,6.76315418159,176,0.0,1
07800781,0.105562965497,32.87398719,23.8320165658,5897,0.5900202292650034,10
34713472,0.169830381112,25.4469440074,19.6371955854,1800,0.4975124378109453,5
41564169,0.137003931257,21.8467721707,21.360828115,2886,0.6540447504302926,7
38963897,0.583489882437,4.03024169984,2.48141261602,184,17.117117117117118,4
22462247,0.294578667485,26.1979073887,22.6527189655,6774,0.3237198351971748,6
70564731,0.350989784402,26.4536224185,19.4347446137,199,0.0,1
21343378,0.354769135049,17.3754015486,12.779406785,835,0.0,4
42664307,0.999928181037,0.26015039038,0.24256497749,18,0.0,1
25392540,0.206520538957,26.7565621404,21.9594396102,3986,3.299369238233867,5
16614523,0.401311070747,21.4167328896,17.2646763224,2845,0.2104524728165556,1
24502328,0.342496589797,15.4718011302,13.8903769208,1917,0.36382536382536385,2
01410142,0.221991618779,29.9977760843,23.1242924858,4760,0.1258917331095258,6
02420243,0.363899526033,32.2286139236,33.6468983696,2934,0.20408163265306123,3
70626075,0.131942880014,31.247215441,27.5031548925,3108,0.06430868167202572,3
01360137,0.0943605154022,3.85300810638,2.63038437495,2018,33.245120740985776,4
35622899,0.332258109826,31.923225004,38.0254733968,1465,1.0803511141120865,3
47477374,0.425188062232,11.2902312683,8.76859213003,4026,1.2509197939661516,3
06280629,0.256826948334,26.2111784974,19.3210266659,944,0.0,1
15840983,0.291247320974,23.0582008683,20.2874151419,4111,0.4118217054263566,6
06860688,0.503783611768,20.4345869804,14.7286152794,414,0.0,4
47454989,0.201600910931,7.12959361238,4.91198330154,933,18.798955613577025,7
50733679,0.940977757678,3.41423007428,2.1150288803,42,0.0,2
31713173,0.393782457257,30.9301110772,27.2361655964,746,0.13386880856760375,1
70797080,0.14887344492,15.3920152608,12.2455340309,152,0.6535947712418301,1
26411948,0.359003045167,18.8554261086,16.2356855454,656,2.08955223880597,1
00900091,0.0846328011858,27.761179704,18.4597323822,7895,0.27788303650372614,10
49274928,0.204287736691,28.0454695425,33.6227216721,3019,0.033112582781456956,2
26162617,0.100933612272,33.3005678329,29.7695327558,4121,0.024260067928190198,5
20373046,0.268930596571,6.93892313902,4.64807040846,652,16.41025641025641,1
25480946,0.361842320337,20.5790086746,18.5152716974,3308,1.0173548773189707,4
12504698,0.186149138619,20.9903943548,17.3605087401,3553,0.0843644544431946,3
